duration,prob
1,0.010852319299776148
2,0.016542117448554543
3,0.013263413207809452
4,0.013501886213623878
5,0.013793086919216371
6,0.01323704935792042
7,0.011935633858852742
8,0.012912294661560068
9,0.012512043485972036
10,0.01366606109702376
11,0.011747491839190103
12,0.012624689026406991
13,0.010616243007587995
14,0.011586912026229634
15,0.011512613903815088
16,0.009843302863114098
17,0.009349579856101313
18,0.00956168901202671
19,0.009026023516554101
20,0.010405332208475738
21,0.009994295821569464
22,0.010714508266265297
23,0.010929014135816968
24,0.01199195662907022
25,0.013811062271413438
26,0.012291545832354676
27,0.013191511799021182
28,0.01790464914509225
29,0.014347926123699183
30,0.016606828716463986
31,0.013310149123521827
32,0.013686433162847103
33,0.01292787330013086
34,0.012780475412114908
35,0.011868525877317022
36,0.011972782920060014
37,0.011625259444250044
38,0.011425133856456028
39,0.01153418432645157
40,0.011658813435017904
41,0.010764839252417086
42,0.012182495362359134
43,0.010939799347135208
44,0.01200274184038846
45,0.011299306391076555
46,0.010539548171547175
47,0.011365216015799135
48,0.01103806460581251
49,0.010314257090677263
50,0.01115909864393943
51,0.0130273369156213
52,0.011698359209851452
53,0.011458687847223887
54,0.011746293482376964
55,0.011727119773366759
56,0.01235505874345098
57,0.011361620945359722
58,0.013437174945714437
59,0.012516836913224586
60,0.025066029460403896
61,0.010957774699332276
62,0.01395846015942939
63,0.010207603334307997
64,0.009801360374654275
65,0.008795939008431638
66,0.008220727738125483
67,0.007292001207943668
68,0.007034354493119035
69,0.00669521951500103
70,0.006900138530047599
71,0.005849179604925726
72,0.006014552845138746
73,0.005216447207588954
74,0.00536744016604432
75,0.004660409646293003
76,0.004707145562005378
77,0.004128339221259808
78,0.004372804011139925
79,0.003921023492586965
80,0.003909039924455586
81,0.003494408467109899
82,0.003452465978650075
83,0.0031756455548152375
84,0.0033050680906341226
85,0.004007305183132888
86,0.0030258509531730093
87,0.0028173368676870274
88,0.0029287840513088454
89,0.0028245270085658545
90,0.0042182159822451454
91,0.0027789894496666172
92,0.0037520551819345315
93,0.002777791092853479
94,0.00265076527066087
95,0.0026459718434083184
96,0.002175017615845153
97,0.0018862136238789373
98,0.0019533216054146555
99,0.001771171369817706
100,0.0018227007127826324
101,0.0017268321677316064
102,0.001572244138836827
103,0.001461995312028147
104,0.0015015410868616953
105,0.001467987096093836
106,0.0015602605707054488
107,0.001379308691921637
108,0.0013900939032398774
109,0.0013193908512647457
110,0.0013577382692851563
111,0.0013301760625829863
112,0.0012031502403903767
113,0.0012115387380823414
114,0.0012822417900574732
115,0.00142724296444715
116,0.001351746485219467
117,0.0013541431988457427
118,0.0015830293501550674
119,0.001249886156102752
120,0.003321845086018052
121,0.0015003427300485574
122,0.0032139929728356477
123,0.0018047253605855652
124,0.0012295140902794089
125,0.0010198016479802895
126,0.0010233967184197028
127,0.0007561631490899678
128,0.0006531044631601148
129,0.0006758732426097335
130,0.0006986420220593523
131,0.000611161974700291
132,0.0010233967184197028
133,0.0005105000023967136
134,0.000556037561295951
135,0.00046376408668433845
136,0.00047335094118944104
137,0.000432606809542755
138,0.00043979695042158193
139,0.0003954577483354824
140,0.0004230199550376524
141,0.00041223474371941194
142,0.0004242183118507902
143,0.000349920189436245
144,0.0003451267621836937
145,0.0003403333349311424
146,0.0003487218326231072
147,0.0002971924896581807
148,0.0002780187806479755
149,0.00026244014207718375
150,0.00030438263053700766
151,0.00028880399196621595
152,0.0002660352125165972
153,0.00028041549427425114
154,0.00025884507163777027
155,0.0002684319261428729
156,0.00027442371020856203
157,0.0002792171374611133
158,0.0001833485924100873
159,0.0008472382668884426
160,0.0002360762921881516
161,0.00017256338109184686
162,0.00022289436724363552
163,0.00021929929680422204
164,0.00016776995383929556
165,0.0002025223014202925
166,0.00016657159702615772
167,0.00016417488339988209
168,0.0001557863857079173
169,0.00017975352197067382
170,0.0001749600947181225
171,0.00018095187878381164
172,0.0001557863857079173
173,0.0003535152598756585
174,0.00016776995383929556
175,0.00017975352197067382
176,0.00016776995383929556
177,0.00017615845153126034
178,0.00016297652658674427
179,0.00020132394460715467
180,0.0005931866225032236
181,0.0002876056351530781
182,0.0003055809873501455
183,0.00033553990767859113
184,0.00026483685570345944
185,0.00018095187878381164
186,0.00015338967208164165
187,0.0001701666674655712
188,0.00014380281757653905
189,0.00013541431988457427
190,0.0001366126766977121
191,0.00012103403812692037
192,9.94636154904395e-05
193,9.706690186416386e-05
194,0.00010305868592985298
195,0.00032834976679976417
196,0.00012822417900574732
197,0.00011024882680867994
198,8.748004735906125e-05
199,8.628169054592343e-05
200,9.347183142475038e-05
201,0.00014020774713712557
202,0.00010665375636926646
203,6.830633834885605e-05
204,6.351291109630475e-05
205,6.231455428316692e-05
206,5.991784065689127e-05
207,4.793427252551302e-05
208,7.190140878826953e-05
209,5.6322770217477796e-05
210,4.793427252551302e-05
211,3.714906120727259e-05
212,5.272769977806432e-05
213,3.714906120727259e-05
214,3.714906120727259e-05
215,4.3140845272961716e-05
216,4.673591571237519e-05
217,4.673591571237519e-05
218,5.6322770217477796e-05
219,5.6322770217477796e-05
220,3.9545774833548236e-05
221,5.6322770217477796e-05
222,6.231455428316692e-05
223,3.475234758099694e-05
224,3.475234758099694e-05
225,4.3140845272961716e-05
226,5.033098615178867e-05
227,2.5165493075894334e-05
228,3.115727714158346e-05
229,3.834741802041041e-05
230,3.9545774833548236e-05
231,2.9958920328445635e-05
232,4.074413164668607e-05
233,4.3140845272961716e-05
234,6.11161974700291e-05
235,4.194248845982389e-05
236,5.272769977806432e-05
237,5.152934296492649e-05
238,5.8719483843753445e-05
239,3.595070439413476e-05
240,6.59096247225804e-05
241,3.9545774833548236e-05
242,4.074413164668607e-05
243,3.115727714158346e-05
244,2.2768779449618682e-05
245,3.115727714158346e-05
246,3.115727714158346e-05
247,3.9545774833548236e-05
248,1.4380281757653905e-05
249,2.876056351530781e-05
250,2.7562206702169986e-05
251,2.396713626275651e-05
252,1.797535219706738e-05
253,2.876056351530781e-05
254,1.6776995383929557e-05
255,2.0372065823343033e-05
256,2.1570422636480858e-05
257,2.0372065823343033e-05
258,1.318192494451608e-05
259,1.318192494451608e-05
260,1.557863857079173e-05
261,1.9173709010205206e-05
262,1.557863857079173e-05
263,1.1983568131378255e-05
264,9.586854505102603e-06
265,1.4380281757653905e-05
266,1.9173709010205206e-05
267,2.1570422636480858e-05
268,1.1983568131378255e-05
269,1.557863857079173e-05
270,1.0785211318240429e-05
271,1.557863857079173e-05
272,1.0785211318240429e-05
273,1.0785211318240429e-05
274,1.1983568131378255e-05
275,1.1983568131378255e-05
276,1.318192494451608e-05
277,7.190140878826953e-06
278,2.0372065823343033e-05
279,1.318192494451608e-05
280,8.388497691964779e-06
281,9.586854505102603e-06
282,7.190140878826953e-06
283,1.318192494451608e-05
284,1.4380281757653905e-05
285,5.9917840656891274e-06
286,1.1983568131378255e-05
287,1.4380281757653905e-05
288,7.190140878826953e-06
289,1.1983568131378255e-05
290,1.1983568131378255e-05
291,1.557863857079173e-05
292,1.0785211318240429e-05
293,1.6776995383929557e-05
294,9.586854505102603e-06
295,7.190140878826953e-06
296,1.0785211318240429e-05
297,9.586854505102603e-06
298,1.557863857079173e-05
299,1.1983568131378255e-05
300,7.190140878826953e-06
301,8.388497691964779e-06
302,8.388497691964779e-06
303,5.9917840656891274e-06
304,1.0785211318240429e-05
305,2.3967136262756507e-06
306,7.190140878826953e-06
307,7.190140878826953e-06
308,2.3967136262756507e-06
309,1.0785211318240429e-05
310,9.586854505102603e-06
311,7.190140878826953e-06
312,4.7934272525513014e-06
313,7.190140878826953e-06
314,3.5950704394134763e-06
315,7.190140878826953e-06
316,7.190140878826953e-06
317,9.586854505102603e-06
318,4.7934272525513014e-06
319,4.7934272525513014e-06
320,9.586854505102603e-06
321,5.9917840656891274e-06
322,2.3967136262756507e-06
323,3.5950704394134763e-06
324,2.3967136262756507e-06
325,7.190140878826953e-06
326,5.9917840656891274e-06
327,8.388497691964779e-06
328,4.7934272525513014e-06
329,9.586854505102603e-06
330,7.190140878826953e-06
331,1.1983568131378254e-06
332,4.7934272525513014e-06
333,7.190140878826953e-06
334,3.5950704394134763e-06
335,3.5950704394134763e-06
336,7.190140878826953e-06
337,4.7934272525513014e-06
338,4.7934272525513014e-06
339,2.3967136262756507e-06
340,8.388497691964779e-06
341,1.1983568131378254e-06
342,7.190140878826953e-06
343,5.9917840656891274e-06
344,9.586854505102603e-06
345,2.3967136262756507e-06
346,1.1983568131378254e-06
348,2.3967136262756507e-06
349,1.1983568131378254e-06
350,4.7934272525513014e-06
352,2.3967136262756507e-06
353,4.7934272525513014e-06
354,1.1983568131378254e-06
356,1.1983568131378254e-06
357,3.5950704394134763e-06
360,2.3967136262756507e-06
361,2.3967136262756507e-06
362,4.7934272525513014e-06
363,2.3967136262756507e-06
364,4.7934272525513014e-06
365,4.7934272525513014e-06
366,1.1983568131378254e-06
367,1.1983568131378254e-06
371,1.1983568131378254e-06
372,3.5950704394134763e-06
373,4.7934272525513014e-06
374,1.1983568131378254e-06
375,1.1983568131378254e-06
376,1.1983568131378254e-06
377,2.3967136262756507e-06
379,1.1983568131378254e-06
382,2.3967136262756507e-06
383,1.1983568131378254e-06
384,2.3967136262756507e-06
385,1.1983568131378254e-06
386,1.1983568131378254e-06
387,2.3967136262756507e-06
389,1.1983568131378254e-06
394,2.3967136262756507e-06
395,2.3967136262756507e-06
397,2.3967136262756507e-06
398,2.3967136262756507e-06
399,1.1983568131378254e-06
