Subject,Story,Level,Context,Rating,TVal
20,movie,1,2,3.0,30.0
21,movie,1,1,1.0,30.0
21,movie,1,2,3.0,30.0
22,movie,1,1,2.0,30.0
22,movie,1,2,2.0,30.0
23,movie,1,1,1.0,30.0
23,movie,1,2,2.0,30.0
24,movie,1,1,1.0,30.0
24,movie,1,2,1.0,30.0
25,movie,1,1,1.0,30.0
25,movie,1,2,7.0,30.0
26,movie,1,1,4.0,30.0
26,movie,1,2,4.0,30.0
27,movie,1,1,2.0,30.0
27,movie,1,2,2.0,30.0
28,movie,1,1,1.0,30.0
28,movie,1,2,2.0,30.0
29,movie,1,1,2.0,30.0
29,movie,1,2,1.0,30.0
30,movie,1,1,1.0,30.0
30,movie,1,2,2.0,30.0
31,movie,1,1,2.0,30.0
31,movie,1,2,3.0,30.0
32,movie,1,1,1.0,30.0
32,movie,1,2,1.0,30.0
33,movie,1,1,1.0,30.0
33,movie,1,2,3.0,30.0
34,movie,1,1,3.0,30.0
34,movie,1,2,4.0,30.0
35,movie,1,1,6.0,30.0
35,movie,1,2,1.0,30.0
36,movie,1,1,1.0,30.0
36,movie,1,2,1.0,30.0
37,movie,1,1,1.0,30.0
37,movie,1,2,5.0,30.0
38,movie,1,1,2.0,30.0
38,movie,1,2,2.0,30.0
39,movie,1,1,4.0,30.0
39,movie,1,2,6.0,30.0
40,movie,1,1,1.0,30.0
40,movie,1,2,1.0,30.0
41,movie,1,1,1.0,30.0
41,movie,1,2,2.0,30.0
42,movie,1,1,1.0,30.0
42,movie,1,2,1.0,30.0
43,movie,1,1,3.0,30.0
43,movie,1,2,3.0,30.0
44,movie,1,1,2.0,30.0
44,movie,1,2,3.0,30.0
45,movie,1,1,2.0,30.0
45,movie,1,2,5.0,30.0
46,movie,1,1,2.0,30.0
46,movie,1,2,2.0,30.0
47,movie,1,1,6.0,30.0
47,movie,1,2,6.0,30.0
48,movie,1,1,2.0,30.0
48,movie,1,2,2.0,30.0
49,movie,1,1,1.0,30.0
49,movie,1,2,2.0,30.0
50,movie,1,1,2.0,30.0
50,movie,1,2,3.0,30.0
51,movie,1,1,3.0,30.0
51,movie,1,2,2.0,30.0
52,movie,1,1,4.0,30.0
52,movie,1,2,6.0,30.0
53,movie,1,1,1.0,30.0
53,movie,1,2,4.0,30.0
54,movie,1,1,1.0,30.0
54,movie,1,2,1.0,30.0
55,movie,1,1,1.0,30.0
55,movie,1,2,7.0,30.0
56,movie,1,1,1.0,30.0
56,movie,1,2,2.0,30.0
57,movie,1,1,3.0,30.0
57,movie,1,2,3.0,30.0
58,movie,1,1,2.0,30.0
58,movie,1,2,4.0,30.0
59,movie,1,1,2.0,30.0
59,movie,1,2,2.0,30.0
60,movie,1,1,2.0,30.0
60,movie,1,2,4.0,30.0
61,movie,1,1,1.0,30.0
61,movie,1,2,1.0,30.0
0,movie,2,1,2.0,45.0
0,movie,2,2,4.0,45.0
1,movie,2,1,3.0,45.0
1,movie,2,2,2.0,45.0
2,movie,2,1,1.0,45.0
2,movie,2,2,1.0,45.0
3,movie,2,1,2.0,45.0
3,movie,2,2,3.0,45.0
4,movie,2,1,3.0,45.0
4,movie,2,2,3.0,45.0
5,movie,2,1,3.0,45.0
5,movie,2,2,2.0,45.0
6,movie,2,1,3.0,45.0
6,movie,2,2,4.0,45.0
7,movie,2,1,3.0,45.0
7,movie,2,2,1.0,45.0
8,movie,2,1,1.0,45.0
8,movie,2,2,3.0,45.0
9,movie,2,1,1.0,45.0
9,movie,2,2,1.0,45.0
10,movie,2,1,2.0,45.0
10,movie,2,2,1.0,45.0
11,movie,2,1,2.0,45.0
11,movie,2,2,2.0,45.0
12,movie,2,1,2.0,45.0
12,movie,2,2,6.0,45.0
13,movie,2,1,2.0,45.0
13,movie,2,2,2.0,45.0
14,movie,2,1,3.0,45.0
14,movie,2,2,3.0,45.0
15,movie,2,1,1.0,45.0
15,movie,2,2,1.0,45.0
16,movie,2,1,3.0,45.0
16,movie,2,2,3.0,45.0
17,movie,2,1,1.0,45.0
17,movie,2,2,6.0,45.0
18,movie,2,1,3.0,45.0
18,movie,2,2,1.0,45.0
19,movie,2,1,7.0,45.0
19,movie,2,2,2.0,45.0
20,movie,2,1,2.0,45.0
20,movie,2,2,2.0,45.0
21,movie,2,1,2.0,45.0
21,movie,2,2,4.0,45.0
22,movie,2,1,6.0,45.0
22,movie,2,2,6.0,45.0
23,movie,2,1,1.0,45.0
23,movie,2,2,3.0,45.0
24,movie,2,1,1.0,45.0
24,movie,2,2,1.0,45.0
25,movie,2,1,3.0,45.0
25,movie,2,2,7.0,45.0
26,movie,2,1,3.0,45.0
26,movie,2,2,4.0,45.0
27,movie,2,1,4.0,45.0
27,movie,2,2,3.0,45.0
28,movie,2,1,2.0,45.0
28,movie,2,2,2.0,45.0
29,movie,2,1,2.0,45.0
29,movie,2,2,1.0,45.0
30,movie,2,1,1.0,45.0
30,movie,2,2,2.0,45.0
31,movie,2,1,2.0,45.0
31,movie,2,2,3.0,45.0
32,movie,2,1,2.0,45.0
32,movie,2,2,2.0,45.0
33,movie,2,1,1.0,45.0
33,movie,2,2,3.0,45.0
34,movie,2,1,4.0,45.0
34,movie,2,2,4.0,45.0
35,movie,2,1,5.0,45.0
35,movie,2,2,1.0,45.0
36,movie,2,1,3.0,45.0
36,movie,2,2,3.0,45.0
37,movie,2,1,1.0,45.0
37,movie,2,2,7.0,45.0
38,movie,2,1,2.0,45.0
38,movie,2,2,2.0,45.0
39,movie,2,1,2.0,45.0
39,movie,2,2,2.0,45.0
40,movie,2,1,2.0,45.0
40,movie,2,2,2.0,45.0
41,movie,2,1,3.0,45.0
41,movie,2,2,2.0,45.0
42,movie,2,1,2.0,45.0
42,movie,2,2,2.0,45.0
43,movie,2,1,4.0,45.0
43,movie,2,2,4.0,45.0
44,movie,2,1,3.0,45.0
44,movie,2,2,3.0,45.0
45,movie,2,1,2.0,45.0
45,movie,2,2,7.0,45.0
46,movie,2,1,2.0,45.0
46,movie,2,2,2.0,45.0
47,movie,2,1,7.0,45.0
47,movie,2,2,7.0,45.0
48,movie,2,1,2.0,45.0
48,movie,2,2,2.0,45.0
49,movie,2,1,3.0,45.0
49,movie,2,2,3.0,45.0
50,movie,2,1,2.0,45.0
50,movie,2,2,2.0,45.0
51,movie,2,1,4.0,45.0
51,movie,2,2,2.0,45.0
52,movie,2,1,4.0,45.0
52,movie,2,2,5.0,45.0
53,movie,2,1,2.0,45.0
53,movie,2,2,4.0,45.0
54,movie,2,1,1.0,45.0
54,movie,2,2,1.0,45.0
55,movie,2,1,2.0,45.0
55,movie,2,2,5.0,45.0
56,movie,2,1,1.0,45.0
56,movie,2,2,3.0,45.0
57,movie,2,1,4.0,45.0
57,movie,2,2,4.0,45.0
58,movie,2,1,3.0,45.0
58,movie,2,2,5.0,45.0
59,movie,2,1,2.0,45.0
59,movie,2,2,2.0,45.0
60,movie,2,1,3.0,45.0
60,movie,2,2,4.0,45.0
61,movie,2,1,2.0,45.0
61,movie,2,2,2.0,45.0
0,movie,3,1,3.0,60.0
0,movie,3,2,4.0,60.0
1,movie,3,1,4.0,60.0
1,movie,3,2,3.0,60.0
2,movie,3,1,2.0,60.0
2,movie,3,2,2.0,60.0
3,movie,3,1,3.0,60.0
3,movie,3,2,4.0,60.0
4,movie,3,1,2.0,60.0
4,movie,3,2,2.0,60.0
5,movie,3,1,2.0,60.0
5,movie,3,2,1.0,60.0
6,movie,3,1,5.0,60.0
6,movie,3,2,5.0,60.0
7,movie,3,1,2.0,60.0
7,movie,3,2,1.0,60.0
8,movie,3,1,2.0,60.0
8,movie,3,2,2.0,60.0
9,movie,3,1,2.0,60.0
9,movie,3,2,2.0,60.0
10,movie,3,1,2.0,60.0
10,movie,3,2,1.0,60.0
11,movie,3,1,3.0,60.0
11,movie,3,2,2.0,60.0
12,movie,3,1,3.0,60.0
12,movie,3,2,5.0,60.0
13,movie,3,1,3.0,60.0
13,movie,3,2,3.0,60.0
14,movie,3,1,2.0,60.0
14,movie,3,2,2.0,60.0
15,movie,3,1,1.0,60.0
15,movie,3,2,1.0,60.0
16,movie,3,1,4.0,60.0
16,movie,3,2,4.0,60.0
17,movie,3,1,2.0,60.0
17,movie,3,2,5.0,60.0
18,movie,3,1,4.0,60.0
18,movie,3,2,1.0,60.0
19,movie,3,1,7.0,60.0
19,movie,3,2,3.0,60.0
20,movie,3,1,2.0,60.0
20,movie,3,2,2.0,60.0
21,movie,3,1,2.0,60.0
21,movie,3,2,4.0,60.0
22,movie,3,1,7.0,60.0
22,movie,3,2,7.0,60.0
23,movie,3,1,2.0,60.0
23,movie,3,2,2.0,60.0
24,movie,3,1,1.0,60.0
24,movie,3,2,1.0,60.0
25,movie,3,1,5.0,60.0
25,movie,3,2,7.0,60.0
26,movie,3,1,2.0,60.0
26,movie,3,2,2.0,60.0
27,movie,3,1,4.0,60.0
27,movie,3,2,3.0,60.0
28,movie,3,1,4.0,60.0
28,movie,3,2,2.0,60.0
29,movie,3,1,1.0,60.0
29,movie,3,2,1.0,60.0
30,movie,3,1,1.0,60.0
30,movie,3,2,3.0,60.0
31,movie,3,1,2.0,60.0
31,movie,3,2,3.0,60.0
32,movie,3,1,2.0,60.0
32,movie,3,2,2.0,60.0
33,movie,3,1,2.0,60.0
33,movie,3,2,3.0,60.0
34,movie,3,1,2.0,60.0
34,movie,3,2,2.0,60.0
35,movie,3,1,5.0,60.0
35,movie,3,2,1.0,60.0
36,movie,3,1,2.0,60.0
36,movie,3,2,2.0,60.0
37,movie,3,1,1.0,60.0
37,movie,3,2,5.0,60.0
38,movie,3,1,4.0,60.0
38,movie,3,2,3.0,60.0
39,movie,3,1,1.0,60.0
39,movie,3,2,6.0,60.0
40,movie,3,1,3.0,60.0
40,movie,3,2,3.0,60.0
41,movie,3,1,3.0,60.0
41,movie,3,2,3.0,60.0
42,movie,3,1,4.0,60.0
42,movie,3,2,4.0,60.0
43,movie,3,1,3.0,60.0
43,movie,3,2,3.0,60.0
44,movie,3,1,2.0,60.0
44,movie,3,2,2.0,60.0
45,movie,3,1,3.0,60.0
45,movie,3,2,7.0,60.0
46,movie,3,1,1.0,60.0
46,movie,3,2,1.0,60.0
47,movie,3,1,7.0,60.0
47,movie,3,2,7.0,60.0
48,movie,3,1,2.0,60.0
48,movie,3,2,2.0,60.0
49,movie,3,1,4.0,60.0
49,movie,3,2,4.0,60.0
50,movie,3,1,3.0,60.0
50,movie,3,2,4.0,60.0
51,movie,3,1,4.0,60.0
51,movie,3,2,2.0,60.0
52,movie,3,1,2.0,60.0
52,movie,3,2,4.0,60.0
53,movie,3,1,3.0,60.0
53,movie,3,2,4.0,60.0
54,movie,3,1,2.0,60.0
54,movie,3,2,2.0,60.0
55,movie,3,1,4.0,60.0
55,movie,3,2,4.0,60.0
56,movie,3,1,2.0,60.0
56,movie,3,2,5.0,60.0
57,movie,3,1,5.0,60.0
57,movie,3,2,5.0,60.0
58,movie,3,1,3.0,60.0
58,movie,3,2,6.0,60.0
59,movie,3,1,1.0,60.0
59,movie,3,2,2.0,60.0
60,movie,3,1,3.0,60.0
60,movie,3,2,4.0,60.0
61,movie,3,1,2.0,60.0
61,movie,3,2,2.0,60.0
0,movie,4,1,5.0,85.0
0,movie,4,2,5.0,85.0
1,movie,4,1,6.0,85.0
1,movie,4,2,5.0,85.0
2,movie,4,1,2.0,85.0
2,movie,4,2,2.0,85.0
3,movie,4,1,4.0,85.0
3,movie,4,2,5.0,85.0
4,movie,4,1,2.0,85.0
4,movie,4,2,2.0,85.0
5,movie,4,1,1.0,85.0
5,movie,4,2,1.0,85.0
6,movie,4,1,4.0,85.0
6,movie,4,2,5.0,85.0
7,movie,4,1,2.0,85.0
7,movie,4,2,2.0,85.0
8,movie,4,1,2.0,85.0
8,movie,4,2,2.0,85.0
9,movie,4,1,4.0,85.0
9,movie,4,2,3.0,85.0
10,movie,4,1,3.0,85.0
10,movie,4,2,2.0,85.0
11,movie,4,1,1.0,85.0
11,movie,4,2,1.0,85.0
12,movie,4,1,3.0,85.0
12,movie,4,2,5.0,85.0
13,movie,4,1,4.0,85.0
13,movie,4,2,4.0,85.0
14,movie,4,1,5.0,85.0
14,movie,4,2,5.0,85.0
15,movie,4,1,4.0,85.0
15,movie,4,2,3.0,85.0
16,movie,4,1,5.0,85.0
16,movie,4,2,5.0,85.0
17,movie,4,1,3.0,85.0
17,movie,4,2,4.0,85.0
18,movie,4,1,5.0,85.0
18,movie,4,2,1.0,85.0
19,movie,4,1,6.0,85.0
19,movie,4,2,4.0,85.0
20,movie,4,1,3.0,85.0
20,movie,4,2,3.0,85.0
21,movie,4,1,3.0,85.0
21,movie,4,2,4.0,85.0
22,movie,4,1,7.0,85.0
22,movie,4,2,7.0,85.0
23,movie,4,1,1.0,85.0
23,movie,4,2,2.0,85.0
24,movie,4,1,1.0,85.0
24,movie,4,2,1.0,85.0
25,movie,4,1,7.0,85.0
25,movie,4,2,7.0,85.0
26,movie,4,1,2.0,85.0
26,movie,4,2,4.0,85.0
27,movie,4,1,5.0,85.0
27,movie,4,2,4.0,85.0
28,movie,4,1,6.0,85.0
28,movie,4,2,2.0,85.0
29,movie,4,1,1.0,85.0
29,movie,4,2,1.0,85.0
30,movie,4,1,3.0,85.0
30,movie,4,2,5.0,85.0
31,movie,4,1,5.0,85.0
31,movie,4,2,4.0,85.0
32,movie,4,1,1.0,85.0
32,movie,4,2,1.0,85.0
33,movie,4,1,1.0,85.0
33,movie,4,2,2.0,85.0
34,movie,4,1,1.0,85.0
34,movie,4,2,1.0,85.0
35,movie,4,1,3.0,85.0
35,movie,4,2,1.0,85.0
36,movie,4,1,2.0,85.0
36,movie,4,2,2.0,85.0
37,movie,4,1,7.0,85.0
37,movie,4,2,7.0,85.0
38,movie,4,1,3.0,85.0
38,movie,4,2,3.0,85.0
39,movie,4,1,1.0,85.0
39,movie,4,2,5.0,85.0
40,movie,4,1,6.0,85.0
40,movie,4,2,6.0,85.0
41,movie,4,1,2.0,85.0
41,movie,4,2,1.0,85.0
42,movie,4,1,2.0,85.0
42,movie,4,2,2.0,85.0
43,movie,4,1,5.0,85.0
43,movie,4,2,5.0,85.0
44,movie,4,1,2.0,85.0
44,movie,4,2,2.0,85.0
45,movie,4,1,6.0,85.0
45,movie,4,2,4.0,85.0
46,movie,4,1,1.0,85.0
46,movie,4,2,1.0,85.0
47,movie,4,1,7.0,85.0
47,movie,4,2,7.0,85.0
48,movie,4,1,2.0,85.0
48,movie,4,2,2.0,85.0
49,movie,4,1,6.0,85.0
49,movie,4,2,4.0,85.0
50,movie,4,1,5.0,85.0
50,movie,4,2,5.0,85.0
51,movie,4,1,3.0,85.0
51,movie,4,2,2.0,85.0
52,movie,4,1,2.0,85.0
52,movie,4,2,4.0,85.0
53,movie,4,1,5.0,85.0
53,movie,4,2,4.0,85.0
54,movie,4,1,5.0,85.0
54,movie,4,2,5.0,85.0
55,movie,4,1,6.0,85.0
55,movie,4,2,2.0,85.0
56,movie,4,1,2.0,85.0
56,movie,4,2,6.0,85.0
57,movie,4,1,6.0,85.0
57,movie,4,2,6.0,85.0
58,movie,4,1,5.0,85.0
58,movie,4,2,7.0,85.0
59,movie,4,1,1.0,85.0
59,movie,4,2,2.0,85.0
60,movie,4,1,5.0,85.0
60,movie,4,2,4.0,85.0
61,movie,4,1,3.0,85.0
61,movie,4,2,3.0,85.0
0,movie,5,1,5.0,100.0
0,movie,5,2,5.0,100.0
1,movie,5,1,7.0,100.0
1,movie,5,2,6.0,100.0
2,movie,5,1,1.0,100.0
2,movie,5,2,1.0,100.0
3,movie,5,1,5.0,100.0
3,movie,5,2,6.0,100.0
4,movie,5,1,2.0,100.0
4,movie,5,2,2.0,100.0
5,movie,5,1,1.0,100.0
5,movie,5,2,1.0,100.0
6,movie,5,1,5.0,100.0
6,movie,5,2,7.0,100.0
7,movie,5,1,2.0,100.0
7,movie,5,2,1.0,100.0
8,movie,5,1,2.0,100.0
8,movie,5,2,2.0,100.0
9,movie,5,1,4.0,100.0
9,movie,5,2,4.0,100.0
10,movie,5,1,3.0,100.0
10,movie,5,2,2.0,100.0
11,movie,5,1,1.0,100.0
11,movie,5,2,1.0,100.0
12,movie,5,1,7.0,100.0
12,movie,5,2,1.0,100.0
13,movie,5,1,4.0,100.0
13,movie,5,2,4.0,100.0
14,movie,5,1,6.0,100.0
14,movie,5,2,6.0,100.0
15,movie,5,1,5.0,100.0
15,movie,5,2,4.0,100.0
16,movie,5,1,6.0,100.0
16,movie,5,2,6.0,100.0
17,movie,5,1,4.0,100.0
17,movie,5,2,4.0,100.0
18,movie,5,1,5.0,100.0
18,movie,5,2,1.0,100.0
19,movie,5,1,6.0,100.0
19,movie,5,2,1.0,100.0
20,movie,5,1,3.0,100.0
20,movie,5,2,3.0,100.0
21,movie,5,1,3.0,100.0
21,movie,5,2,5.0,100.0
22,movie,5,1,7.0,100.0
22,movie,5,2,7.0,100.0
23,movie,5,1,2.0,100.0
23,movie,5,2,2.0,100.0
24,movie,5,1,3.0,100.0
24,movie,5,2,3.0,100.0
25,movie,5,1,7.0,100.0
25,movie,5,2,7.0,100.0
26,movie,5,1,2.0,100.0
26,movie,5,2,2.0,100.0
27,movie,5,1,6.0,100.0
27,movie,5,2,5.0,100.0
28,movie,5,1,7.0,100.0
28,movie,5,2,2.0,100.0
29,movie,5,1,1.0,100.0
29,movie,5,2,1.0,100.0
30,movie,5,1,3.0,100.0
30,movie,5,2,6.0,100.0
31,movie,5,1,7.0,100.0
31,movie,5,2,5.0,100.0
32,movie,5,1,1.0,100.0
32,movie,5,2,1.0,100.0
33,movie,5,1,5.0,100.0
33,movie,5,2,5.0,100.0
34,movie,5,1,1.0,100.0
34,movie,5,2,1.0,100.0
35,movie,5,1,2.0,100.0
35,movie,5,2,1.0,100.0
36,movie,5,1,2.0,100.0
36,movie,5,2,2.0,100.0
37,movie,5,1,7.0,100.0
37,movie,5,2,7.0,100.0
38,movie,5,1,1.0,100.0
38,movie,5,2,1.0,100.0
39,movie,5,1,1.0,100.0
39,movie,5,2,7.0,100.0
40,movie,5,1,7.0,100.0
40,movie,5,2,7.0,100.0
41,movie,5,1,1.0,100.0
41,movie,5,2,1.0,100.0
42,movie,5,1,1.0,100.0
42,movie,5,2,2.0,100.0
43,movie,5,1,3.0,100.0
43,movie,5,2,3.0,100.0
44,movie,5,1,2.0,100.0
44,movie,5,2,2.0,100.0
45,movie,5,1,7.0,100.0
45,movie,5,2,6.0,100.0
46,movie,5,1,1.0,100.0
46,movie,5,2,1.0,100.0
47,movie,5,1,7.0,100.0
47,movie,5,2,7.0,100.0
48,movie,5,1,2.0,100.0
48,movie,5,2,2.0,100.0
49,movie,5,1,6.0,100.0
49,movie,5,2,6.0,100.0
50,movie,5,1,3.0,100.0
50,movie,5,2,3.0,100.0
51,movie,5,1,2.0,100.0
51,movie,5,2,2.0,100.0
52,movie,5,1,1.0,100.0
52,movie,5,2,3.0,100.0
53,movie,5,1,5.0,100.0
53,movie,5,2,4.0,100.0
54,movie,5,1,7.0,100.0
54,movie,5,2,7.0,100.0
55,movie,5,1,7.0,100.0
55,movie,5,2,1.0,100.0
56,movie,5,1,1.0,100.0
56,movie,5,2,6.0,100.0
57,movie,5,1,7.0,100.0
57,movie,5,2,7.0,100.0
58,movie,5,1,5.0,100.0
58,movie,5,2,7.0,100.0
59,movie,5,1,1.0,100.0
59,movie,5,2,2.0,100.0
60,movie,5,1,5.0,100.0
60,movie,5,2,4.0,100.0
61,movie,5,1,3.0,100.0
61,movie,5,2,3.0,100.0
0,podcast,1,1,3.0,15.0
0,podcast,1,2,5.0,15.0
1,podcast,1,1,4.0,15.0
1,podcast,1,2,5.0,15.0
2,podcast,1,1,5.0,15.0
2,podcast,1,2,4.0,15.0
3,podcast,1,1,4.0,15.0
3,podcast,1,2,6.0,15.0
4,podcast,1,1,1.0,15.0
4,podcast,1,2,7.0,15.0
5,podcast,1,1,1.0,15.0
5,podcast,1,2,6.0,15.0
6,podcast,1,1,1.0,15.0
6,podcast,1,2,5.0,15.0
7,podcast,1,1,4.0,15.0
7,podcast,1,2,5.0,15.0
8,podcast,1,1,3.0,15.0
8,podcast,1,2,2.0,15.0
9,podcast,1,1,5.0,15.0
9,podcast,1,2,2.0,15.0
10,podcast,1,1,2.0,15.0
10,podcast,1,2,3.0,15.0
11,podcast,1,1,2.0,15.0
11,podcast,1,2,3.0,15.0
12,podcast,1,1,7.0,15.0
12,podcast,1,2,6.0,15.0
13,podcast,1,1,3.0,15.0
13,podcast,1,2,3.0,15.0
14,podcast,1,1,4.0,15.0
14,podcast,1,2,3.0,15.0
15,podcast,1,1,4.0,15.0
15,podcast,1,2,5.0,15.0
16,podcast,1,1,2.0,15.0
16,podcast,1,2,5.0,15.0
17,podcast,1,1,2.0,15.0
17,podcast,1,2,4.0,15.0
18,podcast,1,1,3.0,15.0
18,podcast,1,2,3.0,15.0
19,podcast,1,1,2.0,15.0
19,podcast,1,2,2.0,15.0
20,podcast,1,1,4.0,15.0
20,podcast,1,2,2.0,15.0
21,podcast,1,1,3.0,15.0
21,podcast,1,2,1.0,15.0
22,podcast,1,1,1.0,15.0
